Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia,Antigüedad (dias),KM x Viaje,Tiempo de inactividad x Viaje,Viajes x Año,Score norm,Finanzas,Operaciones,RH
38,e94d98aa-303a-43ee-b8be-59ab878f2d82,2016-10-05,14,1680,872751,110308,0,0,3069,519.4946428571428,65.6595238095238,199.8044965786901,-0.9997360110282898,0.0,1.0,0.0
49,76e0a6bc-3734-4aad-a62d-8e49b4c9de65,2018-09-23,19,1611,1075932,82323,0,0,2351,667.8659217877095,51.100558659217874,250.11271799234368,0.0,0.0,0.0,0.0
46,b64898a6-da7e-43a2-9c85-a589d4a81555,2004-07-07,17,6017,3081666,219147,1,0,7542,512.1598803390394,36.42130629882001,291.19663219305227,0.0,0.0,0.0,0.0
54,39b4015c-9cde-4002-9479-c685270a841c,2014-11-07,14,2330,1296087,116491,0,0,3767,556.2605150214592,49.99613733905579,225.7632067958588,-0.9965308308601379,0.0,1.0,0.0
45,e19496fd-593d-44fe-babc-4c5a256659b6,2009-06-14,10,3204,1793675,230892,2,0,5739,559.8236579275905,72.06367041198502,203.77417668583377,0.0,0.0,0.0,0.0
27,8cd5b373-774a-4095-8aed-33d0c364a6c6,2020-07-23,4,1272,637697,75639,0,0,1682,501.33411949685535,59.464622641509436,276.02853745541023,0.0,0.0,0.0,0.0
39,9d4c85f7-6a10-4886-8533-bc6a0e78aa48,2007-07-05,1,4001,2597907,280955,0,1,6449,649.3144213946514,70.22119470132466,226.4482865560552,0.6191258430480957,0.0,1.0,0.0
30,743f2782-6375-4724-9452-3e83283be4ea,2022-12-12,3,591,180203,43648,0,1,810,304.912013536379,73.85448392554991,266.31481481481484,0.9908813238143921,0.0,1.0,0.0
35,414e4c2a-254a-45cf-9d8b-077d8f4cb42b,2022-06-15,15,864,376253,35191,0,0,990,435.47800925925924,40.730324074074076,318.5454545454545,0.0,0.0,0.0,0.0
52,39e91c62-f493-44dc-b93d-ddaf14aeefda,2015-06-19,21,2184,1425010,179030,0,0,3543,652.4771062271062,81.97344322344323,224.99576629974598,0.0017830729484558105,1.0,0.0,1.0
45,d76a721c-c2a1-43bb-b0f1-cdb50940dc8f,2013-05-24,10,3030,695595,228766,0,0,4299,229.56930693069307,75.5003300330033,257.25750174459176,-0.9971379041671753,1.0,0.0,0.0
34,6332b22f-e7d9-4fd7-b905-c5f9ae42ce4f,2019-12-28,3,1554,691163,98960,0,1,1890,444.7638352638353,63.68082368082368,300.1111111111111,0.6077935695648193,1.0,0.0,0.0
31,72980dd0-7ff6-4e1e-8556-8e412599fd8d,2015-10-11,8,2663,1390695,158043,0,0,3429,522.228689447991,59.347728126173486,283.4631087780694,0.0,0.0,0.0,0.0
40,66b81917-b8e0-4a9c-b932-4702d34b7a48,2019-04-07,5,1725,854393,68560,0,0,2155,495.3002898550725,39.744927536231884,292.169373549884,-0.999144434928894,0.0,1.0,0.0
30,714e3e57-72e3-47e9-83f6-3d514c0a46c7,2023-04-27,1,545,279168,18811,0,1,674,512.2348623853211,34.51559633027523,295.14094955489617,-0.9896900653839111,1.0,0.0,0.0
34,4ae3b233-5f4d-45f4-9863-431606e55daa,2018-05-18,2,1774,802686,101940,0,1,2479,452.47237880496056,57.463359639233374,261.19806373537716,2.6547182202339172,1.0,0.0,2.0
42,2ff7c814-34fd-4c78-ad36-a3137a32e17d,2007-03-01,16,4697,1754259,307578,7,1,6575,373.48499041941665,65.48392591015542,260.7460076045627,-0.981543242931366,0.0,0.0,1.0
49,acd36276-b109-4414-a1fc-8ad74fa55bcb,1999-07-08,19,7377,1929999,364944,5,1,9368,261.62383082553885,49.4705164701098,287.42581127241675,-1.8868992924690247,1.0,1.0,2.0
44,812d3ce8-8ee8-407a-b6be-d5c4bb425bf2,2006-07-30,1,5289,2969358,257134,2,1,6789,561.4214407260351,48.61675174891284,284.3548387096774,-0.7341445684432983,0.0,0.0,1.0
21,5ffb3eb7-d895-49b1-b067-669afea8b2c5,2023-08-11,0,436,230747,36862,0,1,568,529.2362385321101,84.54587155963303,280.17605633802816,-0.9990713596343994,0.0,0.0,1.0
42,ce7a6a0f-242d-4bf3-a0cb-0e9dae366368,2008-03-30,14,4034,2740700,167465,1,1,6180,679.400099157164,41.51338621715419,238.25404530744336,1.0030338168144226,1.0,1.0,1.0
40,075a24c8-874b-4a31-aa4e-dc5a3ea83191,2010-07-19,11,4438,1558927,276694,0,1,5339,351.2679134745381,62.34655250112663,303.4032590372729,-2.1184433698654175,3.0,0.0,1.0
43,9581df63-1612-4a0b-b876-192897e82711,2018-10-12,16,1386,966163,111125,0,0,2332,697.0873015873016,80.17676767676768,216.93396226415095,-0.6817657947540283,1.0,0.0,0.0
52,7c50b4c8-95bf-4a53-afea-7c51954f0045,2008-03-16,5,3482,1423291,187512,2,1,6194,408.75674899483056,53.851809304997126,205.1872780109784,0.6618340611457825,0.0,0.0,1.0
23,98e67364-e922-4831-9eda-9676a89ddff1,2021-11-09,2,770,338772,45931,0,1,1208,439.96363636363634,59.65064935064935,232.65728476821192,-0.998955249786377,0.0,1.0,0.0
35,99462db0-1edf-4d91-9dbb-2f94c894db33,2019-05-31,14,1263,756524,78076,0,0,2101,598.9897070467142,61.817893903404595,219.41694431223226,-0.7757948637008667,0.0,1.0,0.0
44,2f1399cf-b8ae-4cd0-8af7-f4149d33120e,2008-06-25,15,4662,2455823,74143,2,0,6093,526.7745602745603,15.903689403689404,279.2762186115214,0.0,0.0,0.0,0.0
27,bbd2a6dd-680c-4aeb-8e09-c1852d076901,2020-10-18,1,944,772491,60295,0,1,1595,818.3167372881356,63.871822033898304,216.02507836990597,0.6919364333152771,1.0,0.0,0.0
51,a861f8bf-87c1-4104-be7b-015156afb44a,2009-08-02,21,4339,1882222,236483,0,0,5690,433.7916570638396,54.501728508873015,278.3365553602812,-0.9876816272735596,1.0,0.0,0.0
42,8dea8fc2-e14c-4992-a4e0-80e23513108f,2022-03-09,7,767,305445,50088,0,0,1088,398.23337679269883,65.30378096479791,257.3115808823529,-0.9996722936630249,1.0,0.0,0.0
46,e39f06c7-decf-4b88-a478-842617e91f2f,2006-11-09,1,3751,1849812,210532,1,0,6687,493.15169288189816,56.12689949346841,204.74278450725288,0.0,0.0,0.0,0.0
35,a5db91d8-72f6-401e-9fd2-a1cdaf53ffef,2011-03-11,4,3079,1505538,162817,1,0,5104,488.969795388113,52.87983111399805,220.1871081504702,0.0,0.0,0.0,0.0
46,5161adb8-b9d4-4e58-a0e0-b5b81fcc2950,2020-06-28,24,1209,900753,34624,0,0,1707,745.0397022332506,28.638544251447478,258.51493848857643,-1.9959883093833923,1.0,1.0,0.0
48,25c3367b-9ea9-440c-9104-3322c7b92dcb,2013-12-03,11,3257,1685717,219190,2,0,4106,517.567393306724,67.2981271108382,289.52873843156357,0.0,0.0,0.0,0.0
41,316a754b-ed29-42cb-a1af-c7c83bd9163f,2023-02-22,19,486,323983,27826,0,0,738,666.6316872427983,57.25514403292181,240.3658536585366,0.0,0.0,0.0,0.0
41,93edb1b7-50f4-48a2-b80c-a921e47aec02,2023-07-18,11,351,195881,19112,0,1,592,558.065527065527,54.45014245014245,216.41047297297297,-1.9783512353897095,1.0,1.0,0.0
42,fd278261-33ac-4dbf-8645-705d673f51aa,2002-05-30,11,5136,2907753,283382,0,0,8311,566.151285046729,55.1756230529595,225.56130429551195,0.9979331493377686,0.0,0.0,1.0
33,428f49e4-5536-4820-a77c-c4d4da9bcb21,2017-10-03,0,1455,1098476,104758,0,1,2706,754.966323024055,71.99862542955326,196.25831485587585,-0.9697716236114502,1.0,0.0,0.0
38,36fdab36-6672-42ec-a253-3c239fb4f048,2017-10-09,12,1377,835747,88429,0,0,2700,606.9331880900509,64.21859114015977,186.15,0.0,0.0,0.0,0.0
38,55652985-2c98-4700-a4bb-debafd0abc18,2019-03-23,2,1929,708928,131790,0,1,2170,367.5106272680145,68.3203732503888,324.463133640553,-0.3810356855392456,2.0,1.0,1.0
43,d6573bca-6a7e-439b-9db0-f28940f42dde,2001-08-22,11,4627,2543435,154970,0,0,8592,549.6941862978172,33.49254376485844,196.56133612662944,0.0,0.0,0.0,0.0
47,f47feb12-b4cb-48de-9ae8-5152de50e23b,2017-05-12,7,1567,895471,90894,0,1,2850,571.4556477345245,58.00510529674537,200.6859649122807,0.4825577139854431,1.0,0.0,1.0
31,584fabef-8204-48d4-91f6-401773537928,2016-03-10,4,2781,1160144,192936,0,1,3278,417.1679252067602,69.3764832793959,309.65985356924955,1.1357303261756897,0.0,2.0,1.0
38,ac095a2f-d83b-4199-b322-5c1e4ee47744,2019-01-23,10,1706,633622,84046,0,1,2229,371.40797186400937,49.26494724501759,279.3584567070435,-1.4704057574272156,2.0,0.0,0.0
51,f98406b3-a2a7-4af2-bf86-137d2e05d8fc,2022-02-14,0,749,414267,34928,0,1,1111,553.0934579439253,46.632843791722294,246.07110711071107,-2.9454861879348755,0.0,2.0,1.0
34,c538fa56-716a-4b36-a20b-16d1f2a588d3,2014-08-10,4,2929,1437387,152093,1,1,3856,490.7432570843291,51.92659610788665,277.25233402489624,-0.8854379057884216,1.0,0.0,0.0
33,fff02116-a5d1-4ba6-879a-5950748c9bf9,2024-02-23,13,325,124865,21495,0,0,372,384.2,66.13846153846154,318.88440860215053,0.0,0.0,0.0,0.0
41,2435fe16-4dde-46d8-b06f-a47483502a66,2009-12-26,1,2992,1573405,188686,2,1,5544,525.8706550802139,63.06350267379679,196.98412698412696,0.0,0.0,0.0,0.0
46,0687217e-ad2e-483a-b64a-0105885a26ef,2017-08-29,8,1637,982366,62126,0,0,2741,600.1014050091632,37.951130116065976,217.9879605983218,0.0,0.0,0.0,0.0
40,57db4bdc-0bec-4f50-8128-a707b9358f07,2009-04-03,6,4905,1799129,80106,0,1,5811,366.79490316004075,16.331498470948013,308.09241094475993,1.8100529909133911,0.0,0.0,2.0
50,4bb708a6-f59b-4723-aaea-61f29d51d139,2001-11-10,11,6913,3010928,274200,0,0,8512,435.54578330681323,39.664400405033994,296.43385808270676,-0.8618103861808777,0.0,0.0,1.0
46,752566de-52ae-4364-be7e-f4f836a90c28,2005-05-09,18,6495,3168284,126642,5,0,7236,487.8035411855273,19.49838337182448,327.6223051409618,0.0,0.0,0.0,0.0
46,4e98e2a7-72fc-4ee8-82c1-d638ca6a7478,2023-07-13,6,373,149109,20457,0,1,597,399.75603217158175,54.84450402144772,228.04857621440536,-0.07886046171188354,0.0,0.0,2.0
44,b15e5b8d-5193-4e16-9c63-8e6f0c72c920,2007-04-16,11,5732,3420405,63892,1,0,6529,596.7210397766922,11.146545708304258,320.44417215500073,0.702191948890686,0.0,0.0,1.0
58,6f906bef-f0ea-4f05-8bb2-3a57219937b2,1995-06-22,25,6913,3732828,287761,0,1,10845,539.9722262404166,41.626066830609,232.66436145689255,-1.0956511497497559,0.0,2.0,1.0
38,687a4121-96ca-41b8-82c2-7364a865b695,2019-10-20,6,1539,750193,96851,0,1,1959,487.454840805718,62.931124106562706,286.74578866768763,-1.9968138337135315,1.0,1.0,0.0
23,a0ff2961-c7f7-407c-9d3f-d21b4ca0070a,2023-05-06,3,567,192703,38938,0,0,665,339.8641975308642,68.67372134038801,311.2105263157895,0.0,0.0,0.0,0.0
52,fe20c956-b92b-4142-a57a-67e1285836e2,2000-08-03,32,5101,3961799,191617,2,1,8976,776.6710448931582,37.564595177416194,207.4270276292335,-0.2822403311729431,2.0,0.0,0.0
36,b4223473-9af1-41d4-b371-8fcd07977460,2021-08-08,2,757,442274,22925,0,1,1301,584.2457067371203,30.284015852047556,212.37893927747885,-0.9095917344093323,1.0,0.0,0.0
40,f10e9d57-d9dd-43a1-84bd-beb470d46942,2010-12-18,7,3798,1651906,141127,0,0,5187,434.9410215903107,37.15824117956819,267.25853094274146,-0.9997155070304871,0.0,1.0,0.0
50,5995566d-f346-4683-81fd-604012bb174f,2002-04-15,6,6998,2539879,227405,1,1,8356,362.9435553015147,32.495713060874536,305.68094782192435,-0.9945143461227417,0.0,0.0,1.0
27,9a0032bb-fe14-4cb1-aa5c-f6ed9428db9c,2023-11-28,1,243,150790,12818,0,0,459,620.5349794238683,52.748971193415635,193.23529411764707,0.0,0.0,0.0,0.0
29,11ad6096-a8b0-4e95-8906-8e8a9ec78faa,2019-03-09,4,1835,837493,96272,0,0,2184,456.39945504087194,52.46430517711172,306.67353479853483,0.0,0.0,0.0,0.0
27,93bf3c18-0bc8-4b73-b75c-dd1ccc7f5e56,2020-02-20,4,1169,667982,74616,0,1,1836,571.4131736526946,63.82891360136869,232.39923747276688,-0.9993414282798767,0.0,1.0,0.0
33,70026170-f854-4957-a8d0-54a9fdc78546,2020-03-23,5,1195,625647,90156,0,1,1804,523.5539748953975,75.44435146443514,241.78215077605324,-0.5062481164932251,1.0,0.0,0.0
43,98fda676-7ac7-49ab-9c12-1f31b7ebdb80,2004-01-10,6,4910,2262919,142689,8,1,7721,460.879633401222,29.060896130346233,232.11371583991712,-1.795084834098816,1.0,1.0,0.0
44,6ca0671c-1fba-463d-9f06-cf90bbd5c5c1,2020-04-06,6,1547,516354,92366,0,0,1790,333.7776341305753,59.706528765352296,315.44972067039106,-0.9114261865615845,0.0,0.0,1.0
42,17392723-3e67-4723-bd36-a038fc40e960,2016-02-28,22,1816,1029884,124383,0,0,3289,567.1167400881058,68.49284140969164,201.53238066281543,0.0,0.0,0.0,0.0
28,e4457d41-c13d-4246-9527-97ac622d73e6,2017-05-19,8,2074,1099735,87595,0,1,2843,530.24831243973,42.23481195756991,266.27154414351037,-1.7287284135818481,2.0,0.0,0.0
21,4857b108-a4df-4108-bd1d-0f969bd2567f,2023-12-23,0,242,174893,14891,0,1,434,722.698347107438,61.53305785123967,203.52534562211983,1.934270977973938,0.0,0.0,2.0
40,21f46825-c28d-4481-9cee-757876a80a0a,2007-10-01,13,5543,2631949,212521,2,0,6361,474.82392206386436,38.34042937037705,318.0624115705078,-0.9972876310348511,0.0,1.0,0.0
36,49f8c5a9-7330-4c59-93f2-70ed1e12d45e,2022-11-26,7,676,289003,42527,0,0,826,427.5192307692308,62.90976331360947,298.71670702179176,0.9774206280708313,0.0,0.0,1.0
43,e832b8e4-8fe2-4050-a79b-4f4b5eeaf1a1,2012-12-02,16,2654,1702423,161427,0,1,4472,641.4555388093444,60.82403918613414,216.61672629695886,-1.3774592876434326,1.0,2.0,0.0
45,3c7e78aa-2e34-41a3-8db8-8dfd25541a77,2022-04-14,15,651,354023,41967,0,0,1052,543.8141321044546,64.46543778801843,225.86977186311788,0.0,0.0,0.0,0.0
41,c8faa645-e7f1-4092-be71-e0d8f64e3fdb,2009-12-09,19,3629,1171236,185531,3,1,5561,322.7434554973822,51.12455221824194,238.1918719654738,-0.9969237446784973,1.0,0.0,0.0
46,538a00ec-23c0-43bd-b317-1e5eec4b4e29,2003-08-17,1,5209,2617554,154900,5,1,7867,502.50604722595506,29.736993664810903,241.67853057073853,-1.4107434153556824,0.0,1.0,2.0
41,d9d47313-6fc6-4f1a-8fa6-f28f9c8d07ac,2006-05-01,7,5688,2201100,246849,5,1,6879,386.97257383966246,43.39820675105485,301.80549498473613,-1.9992385506629944,0.0,2.0,0.0
44,c5370766-1d34-4d16-a507-46e1ffad5fad,2000-08-19,24,6503,2391212,280215,4,1,8960,367.7090573581424,43.0901122558819,264.91015625,-0.9318041205406189,1.0,1.0,1.0
34,4427e046-b7e4-400e-8e8a-53a8a31e6eb3,2014-10-06,2,2549,1157207,105934,0,1,3799,453.9846998823068,41.559042761867396,244.90260594893394,1.6123991012573242,0.0,1.0,3.0
38,1a14dfe8-9933-4bcb-a8a1-8310da913b1b,2010-05-02,2,4267,1954493,218707,1,1,5417,458.0485118350129,51.25544879306304,287.51246077164484,-1.79705148935318,2.0,0.0,0.0
41,2cfc4c98-1f64-4c90-a844-e92dfbae5335,2013-07-21,16,2897,1099862,212234,0,1,4241,379.6555056955471,73.25992405937177,249.32916764913932,-1.1925115585327148,2.0,1.0,0.0
46,f5b6385b-945f-4bb7-847b-300d5c6d4cb1,2000-06-14,20,4975,2645856,190526,0,0,9026,531.830351758794,38.296683417085426,201.1826944382894,-0.6603012084960938,0.0,0.0,1.0
36,5f5afea0-5713-4475-bfce-2dc0aa5d3068,2013-11-15,11,2239,1954083,94063,0,0,4124,872.7481018311746,42.01116569897275,198.1656159068865,0.0,0.0,0.0,0.0
44,cd03a549-8e88-4d64-9b32-169ff3be2df8,2002-12-23,19,5108,1797333,208094,0,1,8104,351.8662881754111,40.73884103367267,230.06169792694965,-2.9896825551986694,2.0,1.0,0.0
37,137cf928-9d1f-43de-a8cd-692eb9c524b2,2020-03-02,12,1352,612005,46873,0,0,1825,452.6664201183432,34.669378698224854,270.4,0.7226255536079407,1.0,0.0,0.0
39,19f4d607-e1e6-48ce-bda7-05eb81e5adfd,2014-09-26,2,2109,977752,185284,0,1,3809,463.60929350403035,87.85395922238027,202.09635074822788,-1.8855316638946533,1.0,1.0,2.0
46,264a17cd-708c-43ad-8c8f-ddcb2184bd01,2005-03-16,16,5249,2113145,209667,0,0,7290,402.5804915221947,39.944179843779764,262.8100137174211,0.849845290184021,1.0,0.0,0.0
24,3cd5ec8d-2d84-4d4b-9fb7-b9ef3e5dab7f,2023-05-11,3,401,220559,20203,0,1,660,550.0224438902743,50.38154613466334,221.7651515151515,-0.9996331930160522,1.0,0.0,0.0
29,db7a6069-12a0-4d0f-bd0e-2dff57e3a36b,2022-04-07,8,824,286982,37239,0,0,1059,348.27912621359224,45.192961165048544,284.00377714825305,0.0,0.0,0.0,0.0
28,b04250c4-f4b9-4a0c-9c4e-4f4dc404bcb0,2016-05-07,2,1646,1274844,84726,0,1,3220,774.5103280680437,51.473876063183475,186.58074534161491,-0.9991365075111389,1.0,0.0,0.0
21,028236e3-47ae-4fce-ab09-40f32e98a12b,2023-09-25,0,359,239582,18902,0,0,523,667.3593314763231,52.65181058495822,250.54493307839388,0.0,0.0,0.0,0.0
34,9020769e-fdcd-4a73-bab3-d588e697c1a8,2021-08-15,11,674,540030,56918,0,0,1294,801.2314540059347,84.44807121661721,190.11591962905717,0.0,0.0,0.0,0.0
45,5c98e785-0a04-4159-b14d-7c5f3c1e38c1,2015-11-20,6,2142,1463943,78417,1,1,3389,683.4467787114846,36.609243697478995,230.69637061079965,-0.9908921718597412,1.0,0.0,0.0
37,66b9b45b-912b-481a-9b7e-b8a1817749b7,2017-06-01,0,1432,678127,53984,0,0,2830,473.55237430167597,37.69832402234637,184.69257950530036,0.0,0.0,0.0,0.0
41,f9a475fe-c0e1-44f3-999b-c57151f334c1,2011-02-03,18,3534,1699049,200559,0,0,5140,480.7722127900396,56.75127334465195,250.95525291828793,0.0,0.0,0.0,0.0
48,7867bbb9-596a-4851-b036-2ac02fb19cf3,1998-05-04,14,7905,3795683,182486,8,1,9798,480.162302340291,23.084882985452246,294.4810165339865,0.0,0.0,0.0,0.0
50,2daf1c5c-0d03-4a1e-8aa7-4b39073ef113,1995-07-29,10,5837,4536066,177355,3,0,10808,777.1228370738393,30.384615384615383,197.12296447076238,0.0,0.0,0.0,0.0
39,0ee104d7-1e75-446e-bd75-3b927c245b13,2011-10-17,0,3878,2394470,175721,0,1,4884,617.4497163486333,45.312274368231044,289.8177723177723,-0.3018895387649536,0.0,2.0,0.0
50,5b44e35e-68b8-42da-a33c-eda052d3c2dd,2003-11-19,1,5702,3385321,187016,1,1,7773,593.7076464398457,32.798316380217464,267.75119001672454,0.5248785018920898,1.0,0.0,0.0
40,47a11794-c15d-4fff-b2f6-17506160fcf3,2017-09-25,16,1904,1144545,103333,0,1,2714,601.1265756302521,54.27153361344538,256.0648489314665,0.8874496221542358,0.0,1.0,2.0
33,5e48a71a-e883-4bdc-9a19-7c94c2b86eb6,2013-01-11,6,3278,2484967,86372,0,0,4432,758.0741305674192,26.348993288590606,269.961642599278,0.0,0.0,0.0,0.0
35,1164d392-d996-4cc6-bef2-3af773471308,2020-11-25,2,987,556946,35171,0,1,1557,564.2816616008105,35.634245187436676,231.3776493256262,0.9845790863037109,0.0,0.0,1.0
28,1eaec53d-2988-42c1-b13f-83e4fd861c8d,2023-04-26,3,529,220640,27758,0,0,675,417.0888468809074,52.47258979206049,286.05185185185184,0.0,0.0,0.0,0.0
32,c84b1be4-fc1f-4261-8e06-a26e1c58df87,2012-06-30,2,3756,1685100,128989,0,0,4627,448.6421725239617,34.34211927582535,296.29133347741515,0.8223464488983154,0.0,1.0,0.0
37,0c695795-098a-44c0-9c81-1287dda721f6,2009-06-27,2,4645,1584932,239200,1,1,5726,341.21248654467166,51.4962325080732,296.0923856095005,-1.9941176772117615,1.0,1.0,0.0
46,5ceec541-1bbb-4453-8856-f98dc6668673,2016-04-11,7,1972,1153663,61124,0,0,3246,585.0218052738337,30.995943204868155,221.74368453481208,0.8114807605743408,1.0,0.0,0.0
53,eb6f9f3d-934d-4321-853a-9b5cdf3fa384,2004-08-07,18,5720,1591219,250318,0,0,7511,278.1851398601399,43.76188811188811,277.9656503794435,0.0,0.0,0.0,0.0
28,691e3f47-fdd0-492e-bde2-4b4667e5186f,2020-06-07,1,966,531599,57205,0,1,1728,550.3095238095239,59.2184265010352,204.04513888888889,0.5045719742774963,0.0,0.0,1.0
43,158cec79-cca5-441f-8b9a-3f24fc3e8c6d,2016-09-27,8,2148,1048559,118870,0,0,3077,488.15595903165735,55.33985102420856,254.8001299967501,0.521647572517395,0.0,0.0,1.0
31,282bbb6a-3435-4d09-8a00-3ee0bba493c6,2021-01-05,5,759,645771,51364,0,0,1516,850.8181818181819,67.67325428194994,182.74076517150394,0.0,0.0,0.0,0.0
43,babdc37e-36fc-4762-9b1a-626a73db3f6c,2021-01-15,10,869,660964,48469,0,0,1506,760.6029919447641,55.77560414269275,210.61420982735726,0.0,0.0,0.0,0.0
38,e014f215-0997-435c-a965-13ec26699697,2014-04-14,2,2991,1084546,136381,2,1,3974,362.6031427616182,45.5971247074557,274.7143935581278,-1.9654292464256287,1.0,1.0,0.0
25,5605cb66-e250-4148-8fef-832d9afda004,2021-12-07,0,1002,608977,77327,0,0,1180,607.7614770459082,77.17265469061876,309.9406779661017,0.0,0.0,0.0,0.0
47,8e1f1106-9e21-4ea5-b1c5-2e33cd26e361,2010-05-07,0,2812,1958439,134398,5,1,5412,696.4576813655761,47.794452347083926,189.64892830746487,0.0,0.0,0.0,0.0
35,defc4c7b-bc6b-405d-b05c-6438e805bbec,2020-12-08,5,1116,570050,91187,0,1,1544,510.7974910394265,81.70878136200717,263.82124352331607,-0.21852266788482666,1.0,1.0,0.0
35,6330a78c-dc99-471b-a906-0c5c472290a3,2010-02-05,11,4153,1213876,203562,1,0,5503,292.28894774861544,49.015651336383335,275.4579320370707,-0.9995799660682678,0.0,1.0,0.0
31,d2248f4d-d2cb-4b92-bffd-de9ca0d40c57,2017-02-23,1,2556,879557,141025,0,0,2928,344.11463223787166,55.174100156494525,318.6270491803279,0.0,0.0,0.0,0.0
34,4d3adc44-91f7-4c5d-8c19-ab3ba35d8785,2011-08-01,11,3780,2153004,158184,0,0,4961,569.5777777777778,41.84761904761905,278.10925216690185,0.9358570575714111,0.0,0.0,1.0
43,94b57cc4-077e-48a2-86ee-995149942fe8,2021-08-27,17,693,466112,45831,0,0,1282,672.6002886002886,66.13419913419914,197.30499219968797,0.0,0.0,0.0,0.0
38,b6ec2afd-ea6e-4dc4-a4ba-a364551bfd1c,2012-12-17,0,2490,1598392,119614,0,0,4457,641.9244979919679,48.037751004016066,203.91518958940992,0.0,0.0,0.0,0.0
42,c27e23ae-a90b-4ca4-a1f2-7af95869d652,2005-06-28,0,5420,2645696,213406,0,1,7186,488.1357933579336,39.37380073800738,275.2991928750348,-0.06023913621902466,0.0,1.0,1.0
42,276f15dd-b9be-4f68-b1e1-75d8401e896a,2016-11-21,4,1771,708790,147575,0,1,3022,400.22021456804066,83.32862789384528,213.9030443414957,-0.06300818920135498,0.0,1.0,1.0
50,c5cc2e94-da27-473a-baac-10977c1acd0b,2018-07-06,1,2117,831719,149627,0,1,2430,392.87623996221066,70.67879074161549,317.98559670781896,0.9703322649002075,0.0,0.0,1.0
37,ce347a76-7262-4997-ace5-8b3157c49067,2019-08-31,9,1744,929496,120927,0,0,2009,532.9678899082569,69.33887614678899,316.854156296665,0.0,0.0,0.0,0.0
28,78d5c5cb-331c-4634-9d5c-6f69b763beea,2021-12-26,0,1021,507283,40600,0,1,1161,496.84916748285997,39.764936336924585,320.9862187769165,1.2814908027648926,2.0,0.0,0.0
48,f28793de-be22-44b3-9228-e42a55ffd016,2011-08-27,23,3045,1677821,110996,0,0,4935,551.008538587849,36.451888341543516,225.2127659574468,0.0,0.0,0.0,0.0
37,f803fe14-641d-4e59-bea9-66f3a56d6d8c,2018-08-18,8,1878,1134048,106302,1,1,2387,603.8594249201278,56.6038338658147,287.16799329702553,-1.6102240681648254,1.0,0.0,1.0
48,edafd520-5d4a-4b83-aa28-f0265adb2853,2016-07-29,21,2400,781966,165278,0,0,3137,325.81916666666666,68.86583333333333,279.24768887472106,-0.9894571900367737,1.0,0.0,0.0
43,14b5a306-891a-410d-bee3-61c8cc0d5fdb,2009-04-05,18,2987,1581582,142371,0,1,5809,529.4884499497824,47.66354201540007,187.68376656911687,-1.9966033697128296,0.0,0.0,2.0
38,550a8a09-49b4-4f5e-b6a0-5644c1f8da38,2023-03-19,9,432,355851,22477,0,0,713,823.7291666666666,52.030092592592595,221.1500701262272,0.0,0.0,0.0,0.0
42,132f8f1a-b21c-4565-8b0f-0e29b746e581,2016-09-06,21,1805,1227544,136608,0,0,3098,680.0797783933518,75.6831024930748,212.661394448031,0.0,0.0,0.0,0.0
55,6c1f2cd3-5a0a-44db-89ed-357503e95b7d,2004-03-05,35,4970,2505931,253673,7,1,7666,504.2114688128773,51.040845070422534,236.6357944169058,-0.9981141090393066,0.0,1.0,0.0
56,6680de35-b9df-46a8-8508-77c1419b3512,2019-01-26,13,1961,769248,140458,0,1,2226,392.2733299337073,71.62570117287099,321.54761904761904,2.54409921169281,0.0,0.0,3.0
40,c836e692-359b-4834-9912-1d4d348631d3,2019-10-02,2,1657,564373,87665,0,1,1977,340.5992757996379,52.905853952926975,305.9205867475974,-0.9717957377433777,0.0,1.0,0.0
41,b26f5f82-93dc-401a-8b38-004f1af67e68,2019-12-15,7,1174,708158,61250,0,1,1903,603.2010221465076,52.17206132879046,225.1760378349974,1.9756112694740295,0.0,0.0,2.0
48,9f428222-0612-41ba-8a39-4ea9b077161c,2024-02-21,6,266,136805,21278,0,1,374,514.3045112781955,79.99248120300751,259.5989304812834,1.8925067782402039,0.0,2.0,2.0
33,2e16886a-0328-4102-89d4-fff0d05fe0a8,2018-01-04,7,1507,918706,82629,0,0,2613,609.6257465162574,54.83012607830126,210.50707998469193,0.985962450504303,0.0,0.0,1.0
42,470508b3-4ed1-4455-bd3c-1f50de69a6e4,2023-04-24,8,413,174137,22582,0,0,677,421.6392251815981,54.67796610169491,222.6661742983752,0.0,0.0,0.0,0.0
39,d36164b0-e1d4-458a-9ce1-9f55a2c8d994,2018-12-26,9,1187,837754,54884,0,0,2257,705.7742207245155,46.23757371524852,191.96056712450152,-0.9997468590736389,0.0,1.0,0.0
42,db5e0a0d-b10b-4c90-9e6c-46cac362536e,2002-04-18,17,6323,2569709,215871,0,1,8353,406.4066107860193,34.140597817491695,276.2953429905423,-3.9726006388664246,0.0,2.0,2.0
33,6c5598e2-6d83-4fe4-87c1-94f7b4d7de76,2012-03-27,3,3601,1280237,230503,0,1,4722,355.522632602055,64.01083032490975,278.3492164337145,-0.9997946619987488,0.0,1.0,0.0
