Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia
43,25b8f5e5-6a77-4539-94ae-2d5d37ac9041,2002-10-17,2,5495,2345754,186707,0,0
44,d37a7af4-f39a-4dd1-9896-dd50157da303,2022-06-01,23,601,235924,35502,0,0
23,79aa7b3d-9a4f-4ffa-a1bf-4095bb1c0822,2023-12-12,2,373,194785,26912,0,0
37,d0410434-a286-4b51-ad60-52673eec7dfa,2016-07-02,1,2209,1336414,140010,1,0
22,b22cd540-3100-41ae-a75e-5646702a26fb,2023-09-05,2,487,196012,39306,0,0
40,97c3adfa-a2c2-4ae2-aa3f-fabb49ce787c,2004-12-04,7,6041,2368077,250550,7,1
39,7b388dad-66a7-4ff5-bd5f-c4050601a282,2006-11-14,4,5664,1556133,199332,0,0
48,c5414477-4dc4-4474-a123-84148b151965,2012-11-03,16,3642,1887683,192465,1,1
49,f9fb275b-059a-4f08-8761-e587cd00a324,2011-03-01,0,2773,2275171,160315,0,0
41,34d894a0-0e8f-4a60-b860-5b704ddd5332,2016-04-17,10,1704,957979,54957,0,0
35,0f7bcd4e-7d95-4bd7-a754-8fcef19356b5,2023-08-07,13,495,165303,42932,0,1
43,79ad8d82-770a-4da6-bd5f-10259edd0336,2017-06-08,22,1567,1268331,33356,0,0
35,5b5b61da-d008-4884-82ef-840b0f413f19,2022-04-30,5,680,309402,54086,0,0
39,198e3fe6-07c2-40d0-a8b2-1cfded3c773c,2022-03-23,12,799,528756,40722,0,0
47,94774ea1-4a20-4108-9f6a-0d1f7019aece,2009-01-12,6,3445,2010797,201691,2,1
35,3a8b0d92-1ae1-4480-9e4b-054709984e8b,2022-09-08,8,534,288762,38322,0,0
46,0e46b8b9-c231-4a67-8a76-18d42549e222,2021-06-29,6,920,474189,56062,0,1
45,fc283dcd-ac68-436c-9494-3286d4bd7256,2012-02-29,14,3060,1515260,178835,1,0
32,d43e4574-6b7a-4b65-abdc-763f051b79dd,2018-11-11,2,1773,1013103,95801,1,1
47,2442eea4-e2d3-4db2-9553-ea3f0910d5f1,2020-06-14,26,912,724308,65240,0,1
45,ca805af5-bad6-4bdb-9c09-84cb2459b1e6,2024-01-21,23,281,177004,27941,0,0
40,d5b6abf4-aa0d-409c-8728-310a03a4cbcf,2020-04-23,7,1010,646722,40893,0,0
33,8372d81a-1ca8-46d6-9b72-9bc5a991fefe,2021-02-06,10,1102,465221,13695,0,1
33,56a331c1-9fa5-4a8f-942e-235e03256f1b,2013-10-08,1,2274,1453682,112143,1,0
35,b128f68e-9e84-49d3-8384-99dfbf26aa23,2010-06-11,11,3113,1698832,143440,0,0
44,a6e9ac2d-3b00-4507-af4c-ff52ba9f047b,2014-06-06,7,3221,1832391,131899,0,0
32,97257cb7-2a1a-4308-a32a-9425559c1d49,2019-04-23,1,1270,920159,57045,0,0
43,1468327a-fe7d-493e-83a4-845e53e04c26,2007-10-16,16,5043,2174635,258870,1,0
30,d1ee3982-4fb8-4e27-880f-9d4324f35083,2017-11-25,5,1616,731914,63312,0,1
38,54a44bee-00ae-4e43-960f-61d9d11b94e8,2020-11-08,10,934,744922,62248,0,0
40,2673839e-f0a3-4e25-b219-b4f47d53d23e,2022-01-05,10,713,415435,51631,0,0
59,e84adaea-16fc-42f3-b498-ec16fcfbbf12,2011-06-26,2,4259,1696914,211561,0,0
28,a94aac97-34de-42bd-a494-b94472b66688,2019-08-26,0,1326,954580,85267,1,1
51,47497a9c-dae1-403e-8b84-d2c1eba51657,2020-02-23,19,1095,566771,83087,0,1
41,dd5d3b8b-da38-4e4f-ad52-6ae4fa6bcf15,2018-01-05,13,1866,847557,108997,0,0
43,8f0a8e85-ef61-4d3b-abff-28b16f0fe092,2017-02-18,1,1918,972404,100242,0,0
40,f512ac16-fdde-4f32-826c-0b087abe9e95,2018-12-11,7,1854,555900,124219,1,0
43,0dff664b-4401-4538-969c-0081929e680e,2013-07-29,14,3793,1588470,202187,1,1
38,bf8a16f8-41c1-4101-9ee0-1c3c08a022fb,2012-06-02,12,3307,1345352,213464,0,0
51,6eb235db-623c-41f1-9fb7-7bf3da7579aa,2009-05-28,26,3918,1751794,110998,1,0
36,b030a047-0d51-436a-ab0f-b7422e3fa547,2020-12-11,7,981,452507,58052,0,0
49,f33387aa-9b9a-4510-8e8b-bda5ba1def66,2021-03-08,16,1293,440611,57477,0,1
34,8276dcad-8365-4d8f-8f2c-3b516079ee46,2012-09-01,8,3164,1291095,193528,0,0
39,897c787d-bd36-4b45-ab81-acce9dd7278d,2015-01-25,6,2106,1363738,137491,0,0
31,44c2c24f-a737-4a6e-abd4-ecdeaa71c579,2023-06-26,0,545,207257,32213,0,1
43,aaf8a78a-b9e0-44a5-9cf5-0d12cd9b86ec,2018-03-27,0,2238,895570,100771,0,1
51,b2d05d88-ea88-4902-893d-e3775085db49,2000-11-12,26,5984,4777439,148045,0,0
39,9b90d932-6497-406e-b8d9-288b8739f345,2009-11-22,4,3565,1882882,170195,0,0
38,a391a7fb-1c6f-4e31-beff-05a67e8eef31,2008-05-30,11,4724,2437783,256451,0,0
31,1f09a82b-2681-47e5-bc9c-9e2bcda10a52,2017-07-19,6,2313,1133664,176881,0,1
38,7436170d-79b9-4b84-bc1d-2fadf988ac60,2016-07-23,7,2198,1084245,152594,0,0
27,3ef72e41-6b0e-4285-ae76-83b06e7fe988,2021-03-07,6,920,541120,59653,0,0
32,88f38d52-c0da-4bf7-81a1-f36f3cee7234,2021-11-03,9,753,426910,68370,0,0
41,0a662d39-0e80-44d2-acb1-2658e7a00bb0,2010-07-05,0,3375,1960293,175099,0,0
50,72f44d20-cdae-4395-b9bc-6b0772797425,2007-03-19,24,3588,1987286,161023,0,0
60,f30a79c8-85f4-454d-afd6-345c495fdf6c,2019-09-05,20,1626,622168,79778,0,0
35,dbb90fa9-3615-4a7b-80bb-a1f94c84d40e,2010-11-21,5,2825,1831958,121753,1,1
51,5a234c51-460b-41a4-bb91-93f9e60e0da3,2013-06-27,23,2812,819936,164342,0,0
41,07c1ca54-fc8b-4319-b6ce-ae9b70d70971,2023-02-14,15,622,350385,43005,0,1
38,ab967506-d412-4a22-b47c-4b80555b0658,2018-04-08,5,1666,1317106,58107,0,1
43,a9136dd8-9079-4bb0-b5af-3aa5f8b531f6,2004-03-04,23,4737,2787936,177545,1,1
40,5173b311-da6c-4a47-af79-86f86230e683,2005-11-03,13,6206,2846050,205565,0,1
40,7949f805-43f1-453f-899f-67eecce7634a,2014-05-14,12,2171,1721495,133368,0,1
36,42163fa9-5b4d-4023-8196-75107a7c87b8,2008-11-15,1,5080,1451957,246727,0,0
28,fb854034-5c59-4094-acd0-a7cdccf364fc,2017-03-03,2,1532,1238845,92704,1,1
27,e7f15c1d-bdf4-4b16-8dd0-bb50bce75533,2018-05-24,3,1645,781183,66806,0,1
45,70cd3c52-15be-4591-9ae8-a44f7b8dc5cd,2002-09-09,16,6178,4377514,97856,0,0
37,fcec9ccb-e194-447c-9140-118de83f32b2,2017-09-05,9,1771,915723,100824,0,0
35,7c7a053a-06b9-4b51-849b-096c6da5152c,2012-10-29,12,3216,1904481,171292,0,0
40,7324184e-1655-4fb5-b00d-13af2a3079db,2012-08-17,5,2663,1537293,151150,0,0
46,93a232d7-471f-42ac-87d0-c0ccaabd2c8f,2005-06-20,18,5234,3782140,115492,0,0
41,759672dc-054b-48c6-a434-bd921df05f60,2020-06-08,17,956,533663,55695,0,1
34,6fb6fde8-7001-4e38-9855-3ecbcd64bf3c,2013-12-07,11,3357,1818035,210282,0,1
49,15979bdd-ab6b-4374-b87e-f63a0bc79191,1996-05-31,23,7702,4201809,205201,5,0
52,542be27d-8131-4b02-81ef-bf7471388e40,2015-05-25,29,2471,1364206,125537,1,0
43,9dceb154-7726-4914-930b-952b2cdfa109,2001-07-02,2,4510,3183394,144416,0,0
47,7a504512-85a0-4bd3-8ee6-de14dd8e5d5b,2013-12-16,19,2864,1214143,127711,0,0
49,179b424d-0125-4c4a-b423-b52e8f458f02,2018-05-18,29,1798,354783,112465,0,1
49,afc0cdde-371f-4b0d-b2fe-927cc5a9d369,2020-11-29,17,941,677032,60693,0,0
44,ca036cd5-0017-4e70-976b-c7f70f64a2b5,2005-05-04,5,5583,2251175,267872,1,0
44,6661de7b-9fbc-4605-93b0-ba28f2fbe371,2010-11-10,24,2772,2317642,149076,0,0
44,1171cfde-7c51-4ea8-a4ae-c510e3b03153,2016-10-19,4,1782,1155204,91682,2,0
31,dbd18cb8-bc34-46da-8c90-da2e086bb113,2017-06-24,4,2231,1251979,101698,1,0
45,86b15655-f01a-44fc-ac04-58f38396467e,2015-11-14,4,1897,1406044,158167,0,1
29,578784d8-8bef-4928-b702-bdc79a5cec71,2020-02-19,4,1098,280738,60196,0,1
33,3b35b022-1f1b-4d19-b92c-261655116b83,2012-12-16,5,3389,1779596,108585,1,0
50,4ee6448d-3931-4fd0-a538-6542de0bd3c3,2004-10-20,15,5886,2398476,138262,1,1
46,69702c37-f541-4488-81f9-d70c562e5d27,2004-05-10,25,3956,3368326,150736,1,0
51,2a1444a5-0fdf-40af-a5d8-da4ee0d54a03,2007-04-04,15,3601,2598717,205674,2,0
37,050ac64d-202c-4955-933f-997ed6050d85,2007-04-29,9,4420,2594915,157768,0,0
30,3ba14202-b3ea-401b-8fd0-9a2545b5fcec,2021-10-02,9,918,408962,77738,0,1
38,6bc416bc-5949-49f3-bdd1-f081f660e03e,2019-06-13,15,1422,578358,85962,1,1
40,808930ab-5669-42ce-88d6-2940745af71f,2022-04-26,5,789,327983,63056,0,0
40,44df286f-a2ca-425d-a55a-2f783971aa03,2013-02-03,0,3537,908292,160379,1,0
49,176f22d6-0e95-4c61-bb5a-6a1442dbba6f,2006-05-23,18,6032,2076111,200368,1,0
37,33c79b6a-763b-4905-bdb2-adc1ee753a11,2011-11-01,15,3115,1133830,178363,0,0
42,aadbb090-0700-44a0-b311-65b996db012c,2016-10-16,12,1728,718571,116950,1,0
32,d459e9fc-b8d7-4808-9ac9-2440252b8bc3,2024-01-08,2,253,150195,15647,0,1
43,aab2450f-af6c-4c79-8b1c-9de5964107bc,2009-08-20,17,3172,2227530,166116,0,0
40,e0bbc6bd-74e2-40a4-925f-c881804ed4fe,2004-03-16,14,5034,2659779,241677,0,1
34,2c0bef9b-2858-458a-a4d8-2aecc51d5990,2020-01-17,8,1587,579880,60591,0,0
38,257a1d3a-4576-46cd-9983-c3e2d2ec7ad6,2020-11-09,16,1004,431328,57125,1,1
38,e8b5b594-7253-45e5-8ed0-3b5f938e339a,2019-02-05,14,1239,719368,65182,0,0
37,0c714d7d-4e69-4660-8110-005832cd827a,2016-12-09,12,2129,853803,108303,0,0
54,b073d86c-339a-472b-85cc-4986a83de724,2016-11-23,23,2708,1041820,158428,0,0
39,c305b8bb-cf44-4924-92d7-44cf7a762094,2017-07-30,13,1594,632556,84930,0,0
38,e7324ff5-9a16-4a3f-b91a-f9e1a8297886,2012-09-07,9,3697,1851028,83472,0,0
23,fed9d602-a0ec-49ea-bd79-2ec0a6929231,2023-02-18,1,615,226041,36693,0,0
32,9b4c8840-969f-4065-894d-b6f518db1907,2019-06-02,9,1386,797831,59735,0,1
37,ce04caa2-c915-4cc4-9331-33a1baee2611,2023-06-27,10,458,258059,32608,0,1
34,d00d6cd1-971b-4a0b-9c21-4ead45014d1a,2011-04-29,7,3401,1901840,197495,0,0
51,a33cc1a7-93bf-49c3-92ac-1c15882c0994,2012-05-17,4,2825,1933467,64265,0,1
38,2043a3f8-9ac5-4641-ac13-8db364255f80,2018-04-07,13,1689,465365,84031,0,0
50,fa63ca36-471b-4710-a021-b3d870afb7b3,2021-08-29,20,688,397531,47210,0,0
40,e08e59da-68ca-4248-bca6-3f0884b9c5a0,2011-06-29,7,3909,2188601,107234,2,0
40,b21ec4cd-3635-4c6e-b3a2-3b68a5fb8fb3,2006-11-26,7,5547,2606224,239269,2,1
39,e1d6e405-5839-4786-859b-26a13fb884d3,2023-05-21,4,404,323620,32242,0,1
40,b685bbd6-4826-46a0-8464-582bb0120799,2021-04-06,20,1035,693049,58641,0,0
53,d751d725-3664-4f83-b5dc-4b5b60938dd9,2019-12-04,29,1134,715773,55008,1,0
21,0247347e-f600-4eff-922a-2d94288d388a,2023-07-26,1,321,192627,8749,0,1
23,61ce9ba8-0592-4663-a767-d2c56f35bb46,2021-05-28,1,1050,375275,78395,0,1
35,7158bdd7-3e1c-4580-ad8a-b066c6f3fdc3,2017-08-09,11,1528,861253,136247,4,1
40,f08d1c98-e382-499e-bb4d-0bd9d9b91649,2017-04-18,11,2335,912035,188680,0,0
45,038d69c4-23d8-4eee-bba5-0c9705e47a6a,2005-01-12,25,4475,2224577,201385,0,0
43,12163a61-e6ba-4ce1-8280-42771a3e2a5b,2007-02-06,1,5459,1824564,179177,0,1
36,8d142fa6-1d33-4354-a77c-5fe67ca96a70,2020-03-21,0,1169,690119,84591,0,0
48,88da2d20-d2db-41f3-a119-7c0270631a5a,2019-09-01,16,1300,975348,72104,0,0
48,000474ad-a385-44af-9108-96814d52ddab,2014-02-26,5,3217,1707560,169772,2,1
41,d93ab368-c4f5-4d20-8efe-f3cc10ad619c,2007-11-21,13,4442,2045742,220358,3,0
47,5d29f8e4-6e3c-4047-91fe-1c5dc54768a2,2005-05-31,21,4186,3110116,175977,2,1
42,fec3b62c-b6db-4cba-a2d7-27d75348d9a3,2009-07-12,3,4798,2157227,247168,6,1
35,060c508d-5848-4519-a063-b1f359cb0bea,2011-09-25,7,3120,1701124,201764,1,1
45,aa81e8d3-8dd7-4cd9-bab1-01991f9155c3,2017-03-30,17,1565,988683,79746,1,1
40,3f1475a4-c4be-4da2-ba23-e6396c29026b,2017-05-18,17,1895,949909,83468,0,0
40,1df6bfa6-2003-44a4-9b0d-4c55aa0a2186,2023-04-27,10,491,271005,11657,0,1
51,38bc4d92-e530-401d-b60a-a9358fc3ec80,1998-12-28,6,7112,3452819,198381,3,1
20,9d92b8bc-2ccc-4ad5-94a5-bd3db11d3fc4,2024-03-01,0,304,106480,14309,0,0
28,db6fb253-bfe3-43f9-aa0b-bf19548f69ce,2021-10-13,4,884,355497,61027,0,0
30,a9d75491-fe55-40eb-ba1a-9b89daae0cfa,2023-06-22,8,364,231423,21379,0,0
37,36111498-8623-4272-9715-0ebcace98867,2011-11-17,10,2934,1864969,139558,0,1
37,d683b888-de3b-4370-aebf-5c4b5121f4c7,2011-06-13,5,2707,1627996,175380,0,0
27,9262ee94-660d-44be-996e-b1fc02244c1d,2019-07-04,6,1641,536261,108458,1,1
32,be57fc13-97c6-472b-a6f9-3b917bff66e9,2021-09-21,6,681,565747,40837,0,0
33,bae384ca-3a7b-44b9-9c6c-9c9dc89bec63,2012-04-20,2,3487,2034649,223815,1,0
59,c8d2bc4b-b8fa-4895-bf37-3939c4bb9206,2002-05-04,22,6159,1592449,363012,1,0
54,4338b19a-8938-47ec-a1ad-68ea5aefac8d,2005-02-07,33,5965,3349659,151529,2,1
36,3240aabe-58fe-438d-9847-ee424cae719a,2013-10-04,11,2207,1388452,111810,1,0
37,a8564fe5-5d15-4b8e-99ef-e7558f868a16,2008-10-20,5,3473,2182429,201594,1,1
30,bafb8490-046c-493b-8b03-bc83c0cf077d,2014-11-21,7,3241,1655290,157547,1,1
24,0c8bfcae-309f-41b9-876d-304fc2ceb900,2021-10-14,1,899,595038,38830,0,0
39,eb9edbf5-dac4-4562-92b9-d93a80fea7c4,2016-04-03,10,2222,1399965,143568,0,0
32,1c8c3a15-0267-4545-8331-86388ef82902,2019-10-21,6,1564,723055,119277,0,1
39,c73e018a-b463-4c24-81f4-333722f8ec83,2008-08-12,4,5204,1450490,328692,3,1
27,c8a116b4-9795-483b-b753-d1bfdde7fa66,2019-08-29,2,1217,377869,105977,0,0
33,35f0f7c7-7f64-4a8f-bd5b-ec0e85acfd97,2023-03-01,13,629,307204,59506,0,0
41,4eaa0764-ea43-4510-9c0d-387a080ce137,2021-03-08,5,790,665004,69044,0,0
42,21489c3c-076a-4674-81d2-e70e96ff953f,2004-05-17,18,6765,2162702,289221,6,1
43,48044bfc-1083-40bb-9e9d-3a1fb386ff63,2003-11-02,16,4408,2558373,192257,4,1
29,67a95d4a-35a0-485c-a5c5-556fc29b2686,2015-08-10,5,2117,1066216,65559,0,1
46,fe4bb487-f1d4-4edc-b5cd-d30c51861f0e,2013-01-18,3,2383,1342049,133862,0,1
33,57b615be-b6f0-4dc0-8297-20eb6849b8ca,2013-12-24,2,3355,1781047,173619,1,0
45,32df67d2-c52d-454b-bb6c-a1280a5c2909,2003-06-23,4,7079,2911096,215295,4,1
39,16bcd9b8-23b6-4740-8a01-e3cc9370d2ff,2018-03-04,11,1580,847074,49019,0,1
28,e9736c4a-4132-4c14-8d66-6d5a8e92f807,2023-01-02,8,497,443892,28670,0,1
37,debe548f-5d1b-4a4c-96dd-da15c76a7c98,2007-03-25,15,4006,1541098,246521,2,0
42,4ef97aa0-0d15-4a15-a917-57361aaa4634,2023-07-03,0,341,239056,16263,0,0
44,014c12bd-20ee-41bf-b6e0-7efd18778ee5,2009-11-03,6,4561,1489259,233909,0,0
38,f75f5f0b-546f-4194-a918-1877fe9ef295,2012-06-21,2,2430,1564209,147211,0,0
52,a483f812-9ff7-4a15-857c-2bedf80f3b7a,2004-05-29,32,6725,2743496,278785,4,0
48,ea595e21-0b96-4e83-a4a6-cb8067575378,2017-01-05,6,2592,1243098,189001,0,0
37,a8ca0988-f991-4819-8d61-31ca07b3f7b5,2011-11-28,3,2650,1593528,129485,0,1
46,06cba059-fe4f-4de9-a3d5-60565adb420f,2018-07-18,16,1721,775317,105090,0,0
55,a03bb7b7-8216-4268-894b-85aef41afd28,2000-02-21,20,8199,2994932,249764,0,0
55,35154ab3-9117-47bd-b31a-bcaccb4b162e,2017-10-25,8,2257,707512,151596,1,0
30,bffdfec1-522b-4048-95c2-ead634387f7c,2017-03-16,7,2285,1164499,138315,1,1
32,db55409a-d341-4df4-8db9-dfcd947b7679,2014-10-09,1,1932,1414035,146903,0,0
51,a85db003-e1aa-44a8-805c-26c091f5a2a0,2018-09-10,0,1246,909699,30865,0,1
31,f86c2cb8-897a-48bb-9b85-70bbc5a12fd1,2021-07-20,0,1079,454656,72541,0,1
29,84f981df-0aed-4858-844a-1446947ae1a7,2017-02-27,3,1902,978281,122082,0,1
36,85bc65b8-f7a2-475b-9967-32c7c1910790,2022-10-16,16,665,384989,38757,0,0
43,71abb353-6365-4f5d-b85f-e2e4827d2f10,2019-10-13,13,1564,848806,38471,1,1
39,ebaf936b-55e4-40c8-9b76-f83ed3d5e45e,2015-07-08,15,2357,1632260,118205,1,1
34,6a5fa262-b342-4763-8276-9651c4c4ed7d,2011-02-25,4,2852,1943855,119719,1,1
34,a344d7f1-7957-4692-bf56-a8c6ea751a8c,2016-04-21,10,2118,1482777,158144,0,0
34,09577dfd-e214-49f6-a940-d431cac812fa,2018-09-28,14,1990,743009,124722,0,1
32,2b08b150-7fee-41f9-889d-415e670686b8,2012-06-07,4,2940,1552783,123526,0,1
58,5a24fb43-6172-44c5-becc-a9fe3d70aa7d,2010-09-23,38,2768,2349691,65991,0,0
42,a9ce2d7e-3a64-45cd-ab83-384946abf3c9,2014-08-19,14,3399,1606021,181036,3,1
47,2d021a0c-5654-42ba-a000-342b4f0c1e5f,2013-01-22,20,3414,1444623,202805,0,0
36,bc6427bb-c7b1-4488-bf84-220b255beb64,2019-03-05,4,1567,582662,89302,1,0
38,30a2089f-6289-4f3f-adc3-53f0452f6c2a,2018-04-23,12,2082,835541,135166,0,0
34,cf593180-925f-4010-9a59-69b573bdcec1,2014-07-18,7,2577,1145121,130563,0,0
20,ca4c2dec-ed41-45bf-bdb2-9f2db72bd3f0,2024-03-01,0,326,178105,26349,0,1
28,45f7075e-753d-43e4-885b-33eb130a66fb,2018-09-19,8,1985,967441,135629,0,0
25,dd270524-1bf8-42f0-9c3f-fdd0cd8c0599,2023-02-28,2,448,211347,16980,0,1
22,2c9f1fb0-64cf-48f7-b4ac-8f5af1cb3bb5,2023-05-26,2,418,171828,17546,0,0
30,db6157d0-7034-4300-8602-35386cc3c68b,2022-09-14,9,548,258673,52736,0,0
50,f6d3ac61-aad2-4dd0-ba7f-ca5935a9374b,2008-02-24,18,4746,1897402,269170,1,0
39,d5cfa08e-5c58-46cc-bf6c-52a9fa832bb4,2010-04-26,1,4098,1825728,131686,3,1
50,5fede297-7682-4f90-bbb5-ff5115b147a4,2013-11-20,4,2920,1808915,85658,1,0
43,243fd0dc-5c27-4630-8e09-cc9f0c82b67e,2020-05-30,1,1538,473370,97413,0,0
46,b343b7a1-6e1b-4ff3-9f44-8a7532c8c36c,2018-04-13,2,1731,1340371,65862,0,0
32,9c693219-838f-47d7-872e-019b8904b6fc,2014-05-10,12,3211,1083868,159160,1,0
44,b5d2e316-6aba-4b14-b445-a9a097c78bf0,2017-09-30,5,2067,642781,120978,0,0
45,d5d016e9-0b83-46d4-8bf8-26694a44b6f9,2004-10-23,17,5257,3605968,158226,1,0
35,36c562b2-192c-4c95-9eb7-81c8e9bc1f43,2019-03-15,10,1125,992515,84956,0,0
44,b7c8fe37-c5e5-46ac-bbd3-02bf8fe99cd0,2019-08-22,15,1539,676861,132165,0,0
44,df32bb9a-b49c-4567-a54c-5f9846b3d98f,2006-09-21,5,5099,2563092,176008,1,0
35,4f11ec6d-3131-4a3f-ba90-fd916ca4b096,2017-02-21,9,1611,1120799,66439,0,0
31,cfcb25d0-91b3-4d74-af99-bc7a88792d0d,2023-10-28,7,400,176859,28091,0,0
30,47bfb4ce-5075-4efe-8641-2de18d77508b,2014-07-29,6,2656,952617,213024,4,1
40,0999a6fd-605e-4b31-b964-ebf7c4142175,2021-03-19,3,908,218531,52336,0,1
42,7768111e-da3d-4662-94f7-567972cb6231,2016-05-25,16,2656,904314,179208,0,0
33,03d06c15-1eeb-4e18-93c9-e8e849549e0b,2019-03-03,1,1395,1084690,62279,0,1
40,0b6e09db-8ac4-4f69-b7f7-a326059ec582,2014-05-21,12,2947,1962331,135454,1,0
44,cfacde1a-c967-4a8c-9e71-a35b417ff962,2005-04-30,10,5413,2383989,159035,1,0
44,17050620-006b-497a-be42-96422c9e61ae,2024-01-08,6,217,114265,14182,0,0
52,4aa3e6fa-bcc1-48bc-8d87-0c3ba2ad844f,1997-02-21,26,6848,3809975,204816,0,0
50,2ca0d0a6-ad04-47b5-bbec-ce0aa3c7b270,2005-06-12,5,4242,2773623,212313,1,0
31,2644c25e-a98c-4537-a587-29a5d9499d1a,2013-09-19,11,2424,1664278,184454,0,1
53,b9bdc4fb-15d5-4866-a962-46716a9aef0b,2000-06-23,30,6870,1333052,322370,4,1
35,2429e4f6-2485-496a-bda8-68a3629c4e51,2010-04-05,5,2746,3280665,59257,0,0
48,52353ca9-bc58-46fb-bc4b-9bcc45739b56,2007-05-08,8,5775,2866971,169271,3,1
40,48748122-b0f0-4e1e-b8b5-9782aa71d75a,2017-01-09,2,1956,993490,119783,0,0
36,d2c00495-4af5-4a8d-96cd-dd08cd73a3e7,2017-01-31,15,1828,863231,112561,1,1
25,d2d1ded0-edc5-43fd-a0c6-18c35efdca8d,2020-11-17,3,1358,671360,75608,0,1
38,e928b505-4dbf-4feb-8023-989e8097a909,2016-06-27,0,2201,1234742,163542,2,1
27,890d76a9-adb0-4f74-826e-1b724cd4e82a,2019-01-18,4,1665,798368,99488,0,1
47,92cb3b5a-d698-4db7-8eb1-bd5cefd3da5a,2021-09-08,2,988,491066,58425,1,1
52,f65c479c-3bbb-4db6-82d7-cf52b129b731,2000-02-11,18,7764,3119989,184192,0,0
33,e1c477c1-35d5-4104-8a6f-81b502d999ed,2021-07-07,7,735,509404,25721,0,0
42,9e59c691-3e23-4507-b226-8e675620f79c,2003-06-01,1,4231,3242018,193064,1,1
34,ee8c4336-3420-45eb-b97b-1f923d643902,2021-12-28,12,1040,437482,66868,0,0
34,c32af300-1c51-4386-ae34-e7c9975f224f,2022-05-11,3,516,382605,24028,0,1
46,776e4996-257f-4f63-a2ef-3eb8240cb740,2003-01-27,14,6320,3723269,160859,0,0
39,b5a871f1-b895-4b31-8ce2-6d9e3a8f8acd,2008-08-15,12,4497,1342722,226312,0,1
53,6515b5f5-1ff0-4550-a584-bd7d8cc9a7b3,2002-10-04,32,5900,2342010,212545,0,1
36,458e3280-65ce-4aa0-a2e9-e04312e9ea96,2008-10-22,8,4864,2103593,165151,0,0
47,bc5c3bde-b9a9-46af-9ae0-b23773b40073,2016-11-12,25,2718,883871,164800,3,1
40,5ca9f00c-f9f8-4d16-96fd-6d95b7a53c5a,2007-08-24,7,3319,2036913,161009,0,0
46,83d2428c-243d-48e0-832b-57fb1edc4556,2015-01-08,23,2763,1678436,114721,0,0
36,0686eba2-095e-40b0-8e0b-8b6f0148feb2,2015-07-29,4,2755,1184302,114864,1,1
39,515fa56a-bdd0-44cf-8ab5-9c9b21daaabf,2015-09-15,14,2150,703656,124713,0,0
39,8f9f291d-0653-4ff2-a9f5-6ed360269ed0,2024-01-21,1,347,128033,27548,0,0
33,1d3ec2ea-343f-4bf4-a53c-7394549d5e64,2016-09-14,13,2109,1095865,123481,0,0
45,534dfad9-c9dc-4ff6-8e7e-679aa9dec55b,2005-06-29,24,4065,2537563,176589,0,0
45,6147eba7-293c-4743-b5e9-c91a8483d18b,2019-10-22,11,1647,772003,101172,0,0
44,fc2505b2-555c-4085-825e-7708623fb8ae,2001-10-27,13,7478,3307670,260214,0,0
52,96de5f9f-4497-4920-bdac-af9f87ca204c,2008-10-17,19,3227,2026246,184397,2,0
51,d719de4f-dd71-49ea-85dc-82f6e883769c,2019-01-01,8,1802,573007,114514,0,0
37,5b508f1d-3814-48fc-ab7b-c2c54afec28a,2013-03-11,12,2562,1376221,163012,0,0
42,34dcea55-2185-4673-8600-0d23e84ca440,2019-12-12,16,958,572139,57077,0,0
35,66f493c6-e184-4f84-98b9-bc6a73fd51e5,2023-03-20,8,430,232960,28812,0,0
40,30b11be4-7715-45ef-b7f1-13619a64ebb5,2010-06-21,3,4518,2175210,161481,2,1
35,d7a466ea-a342-46f3-8f52-99b84273ee05,2022-07-04,14,540,371240,20882,0,0
52,dc4076f6-e182-4d75-aed7-40210c1ab183,2021-02-01,3,822,619305,54689,0,1
42,848170f9-09d4-4cb9-a6ea-97e8e3a28a4a,2007-11-25,14,5017,2013337,239255,0,1
38,8a3d9bda-5aec-4cd5-9f74-7ab0bf4b1569,2023-03-05,1,481,342176,28067,0,1
49,57b34985-e86f-4dca-9f0f-0b1f3d87042f,2000-09-12,4,4998,3608598,239952,0,1
22,154d47ea-cfb7-4a21-b225-d987fc7c57f6,2022-07-29,0,560,339593,29018,0,1
23,02f4b712-9180-4ee3-9fe1-32ed35bd16cb,2023-09-29,1,424,206700,15040,0,0
46,3d2bea92-fca2-4734-aab5-56995497dc73,2010-09-12,17,3959,1563742,162877,0,0
40,f0e86cd5-3370-4d3e-a57f-9d7b8b72ed59,2022-03-27,10,860,193990,33755,0,1
42,ddf9502d-d319-43cd-9eaa-a695f38a011e,2010-04-05,15,2934,1641171,171152,0,0
29,ef64a5ec-d48f-46cd-a359-16862a47ed14,2023-08-08,6,390,233993,20201,0,0
39,a6b3d210-a390-4f3f-bbf6-6c0af0f9758e,2006-03-27,2,5661,2464269,269087,0,1
56,e670a7e9-9e62-4518-bed9-b634217c2c3d,2018-02-23,2,1553,868993,113184,0,1
46,7665d3f8-3eac-4be8-85fe-c99725bc4ca6,2006-06-04,16,3885,1931472,151914,1,0
41,f6f957d7-bac1-4666-9eda-fc9e66097a2b,2021-06-22,14,879,260883,44646,0,0
